video,video_short,comment_index,comment,manual_7_emotion,manual_3_sentiment,pretrained_7_emotion,finetuned_7_emotion,sentiment_pipeline_3,pretrained_7_match,finetuned_7_match,sentiment_3_match,domain_adapted_7_emotion,domain_adapted_7_match,previous_manual_7_emotion,previous_manual_3_sentiment,manual_label_changed,manual_review_note,manual_review_source,pretrained_7_score,finetuned_7_score,domain_adapted_7_score,samlowe_roberta_7_emotion,samlowe_roberta_7_score,samlowe_roberta_7_match,jhartmann_roberta_large_7_emotion,jhartmann_roberta_large_7_score,jhartmann_roberta_large_7_match,sentiment_pipeline_3_score,samlowe_roberta_adapted_7_emotion,samlowe_roberta_adapted_7_score,samlowe_roberta_adapted_7_match,jhartmann_distilroberta_adapted_7_emotion,jhartmann_distilroberta_adapted_7_score,jhartmann_distilroberta_adapted_7_match,lxyuan_sentiment_3,lxyuan_sentiment_3_score,lxyuan_sentiment_3_match,bertweet_sentiment_3,bertweet_sentiment_3_score,bertweet_sentiment_3_match
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,30,"You guys are intentionally misleading to sound optimistic. In order for the West to get to the capacity that China has today, it would take about 20-30 years. And that assuming China stays still during that time.",disgust,negative,neutral,neutral,negative,No,No,Yes,neutral,No,disgust,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9461,0.9675,0.9268,neutral,0.5149,No,neutral,0.4978,No,0.5796,anger,0.9256,No,neutral,0.9118,No,negative,0.7266,Yes,neg,0.8094,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,31,Best thumbnail for a bloomberg video I've ever seen. Gg.,joy,positive,disgust,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4895,0.9537,0.9696,joy,0.943,Yes,neutral,0.6166,No,0.9726,joy,0.9901,Yes,joy,0.9789,Yes,positive,0.7803,Yes,pos,0.9886,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,32,Straight of Rare Earths.,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7993,0.9946,0.9773,neutral,0.9663,Yes,neutral,0.9263,Yes,0.8856,neutral,0.9856,Yes,neutral,0.819,Yes,negative,0.4025,No,neu,0.9167,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,33,That refining technology was in widespread use in IA in the 1950s. Very highly optimized. We just let some Chinese students take it home.,anger,negative,neutral,neutral,neutral,No,No,No,neutral,No,neutral,neutral,Yes,critical blame about technology transfer,assistant_manual_review_2026-05-27,0.956,0.9937,0.9674,neutral,0.8425,No,neutral,0.9711,No,0.6747,neutral,0.9813,No,neutral,0.9191,No,positive,0.7786,No,pos,0.8776,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,34,"Mate, don't even go to Rare earth!!! We would have to shut all business down if China stops any supplies.",fear,negative,anger,neutral,negative,No,No,Yes,anger,No,neutral,neutral,Yes,business shutdown risk cue,assistant_manual_review_2026-05-27,0.8527,0.7681,0.4557,neutral,0.4144,No,anger,0.5513,No,0.8689,anger,0.9733,No,anger,0.6576,No,negative,0.6383,Yes,neg,0.9703,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,35,Being a video editor at Bloomberg must be so easy when the topic is about China. All they have to do is pick from a grand total of 10 different stock footage options.,anger,negative,neutral,neutral,neutral,No,No,No,neutral,No,neutral,neutral,Yes,sarcastic criticism of media editing,assistant_manual_review_2026-05-27,0.9114,0.9955,0.9756,neutral,0.9223,No,neutral,0.9552,No,0.5029,neutral,0.9855,No,neutral,0.9009,No,positive,0.6252,No,neu,0.5651,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,36,09:47 Why would the department of war buying $400 M worth of steaks from a freaking magnet factory lol.,surprise,neutral,surprise,neutral,negative,Yes,No,No,neutral,No,neutral,neutral,Yes,incredulous question with surprise cue,assistant_manual_review_2026-05-27,0.5084,0.9843,0.7248,joy,0.9363,No,anger,0.5,No,0.8774,joy,0.7462,No,neutral,0.4762,No,positive,0.4411,No,neg,0.8876,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,37,Love from South Africa ❤️🇿🇦🏆,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4784,0.988,0.9497,joy,0.9579,Yes,neutral,0.656,No,0.973,joy,0.9855,Yes,joy,0.9568,Yes,positive,0.9064,Yes,pos,0.9845,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,38,10 billion hunt? That's just the first day of the Iran war. America wins wins wins.,anger,negative,neutral,neutral,neutral,No,No,No,neutral,No,neutral,neutral,Yes,sarcastic criticism of war spending,assistant_manual_review_2026-05-27,0.7126,0.988,0.7477,joy,0.3107,No,surprise,0.4637,No,0.4819,neutral,0.9616,No,neutral,0.7622,No,positive,0.5967,No,neu,0.6081,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,39,0:30. Woahhhh Malaysia 😃😃,surprise,neutral,surprise,neutral,positive,Yes,No,No,joy,No,surprise,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4945,0.9801,0.5276,joy,0.4411,No,surprise,0.5345,Yes,0.9384,surprise,0.9079,Yes,joy,0.717,No,positive,0.5118,No,pos,0.6481,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,40,7:45 this is why there are playing the game so dominataly. They have filled every gap with right strategy. And it worked profoundly.,neutral,neutral,neutral,neutral,positive,Yes,Yes,No,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9289,0.9936,0.9492,joy,0.4582,No,neutral,0.8139,Yes,0.5488,neutral,0.9747,Yes,neutral,0.7419,Yes,negative,0.4903,No,pos,0.9051,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,41,"As the G2, we could literally run the world together. Let's go hand in hand as trustworthy allies rather than confront each other — there's no beef between us. Plus, the world already has enough problems. Others may not have the cards, but we do",joy,positive,neutral,neutral,positive,No,No,Yes,anger,No,neutral,neutral,Yes,hopeful cooperative framing,assistant_manual_review_2026-05-27,0.9332,0.9882,0.6315,neutral,0.5379,No,neutral,0.7832,No,0.5135,anger,0.9714,No,anger,0.5657,No,positive,0.4132,Yes,pos,0.5427,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,42,"Australia has plenty of rare earth minerals, it's the processing that is the problem.",neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.843,0.9627,0.8919,neutral,0.4889,Yes,neutral,0.9307,Yes,0.5105,neutral,0.9728,Yes,neutral,0.7069,Yes,negative,0.7039,No,neu,0.5104,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,43,Nectar Gan is so beautiful 🔥 👌,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7184,0.8517,0.9557,joy,0.9671,Yes,joy,0.4634,Yes,0.9809,joy,0.9901,Yes,joy,0.9477,Yes,positive,0.8783,Yes,pos,0.9894,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,44,brazil is full of rare earths,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.6549,0.9906,0.9642,neutral,0.945,Yes,surprise,0.4581,No,0.5544,neutral,0.9824,Yes,neutral,0.708,Yes,positive,0.5106,No,neu,0.748,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,45,Trump: You have rare earths. We have all the oil. Lets trade...,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8822,0.9917,0.9691,neutral,0.9573,Yes,neutral,0.7379,Yes,0.7563,neutral,0.9833,Yes,neutral,0.8631,Yes,negative,0.6542,No,neu,0.8923,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,46,Meanwhile China is already looking for the next chokehold.,neutral,neutral,neutral,neutral,negative,Yes,Yes,No,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9479,0.9936,0.9685,neutral,0.9551,Yes,neutral,0.8237,Yes,0.7104,neutral,0.9798,Yes,neutral,0.959,Yes,negative,0.4848,No,neg,0.8133,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,47,"The US has all the rare earth metals we need in California and Texas and in all the coal ash piles we have across the U.S. We simply need to build more of the processing plants to process these rare earths and the understanding that processing rare earths is usually a very polluting endeavor. I have no doubt we can do it in a more environmentally way, but we also need to understand that China's Rare Earth industry is heavily subsidized by China so America's Rare Earths will probably be more expensive. We also have the deals with both Ukraine and Austrailia for Rare Earths as well.",neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,disgust,No,disgust,negative,Yes,balanced factual policy comment with concern but no dominant emotion,assistant_manual_review_2026-05-27,0.8943,0.9924,0.4783,neutral,0.6256,Yes,neutral,0.8218,Yes,0.7596,disgust,0.9571,No,disgust,0.4424,No,negative,0.4491,No,neu,0.9096,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,48,So much ad even before beginning?,anger,negative,surprise,neutral,neutral,No,No,No,neutral,No,neutral,neutral,Yes,complaint about excessive ads,assistant_manual_review_2026-05-27,0.7537,0.9943,0.9931,neutral,0.4352,No,surprise,0.8685,No,0.5491,neutral,0.9863,No,neutral,0.9573,No,negative,0.3855,Yes,neu,0.5522,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,49,"Calling 21% a ""quarter"" and not a ""fifth"" of world's supply should be considered journalistic malpractice",disgust,negative,disgust,neutral,negative,Yes,No,Yes,anger,No,disgust,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7234,0.9283,0.9105,disgust,0.4002,Yes,neutral,0.5771,No,0.7544,anger,0.9681,No,anger,0.7756,No,negative,0.659,Yes,neg,0.8372,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,50,If making weapons of death is all that the USA does with them? BOYCOTT THEM ALL!,fear,negative,anger,neutral,negative,No,No,Yes,anger,No,fear,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.5416,0.7549,0.4635,neutral,0.4686,No,anger,0.8475,No,0.932,neutral,0.9514,No,sadness,0.303,No,negative,0.5407,Yes,neg,0.9792,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,1,This is the kind of content YouTube needs more of,joy,positive,neutral,neutral,positive,No,No,Yes,neutral,No,neutral,neutral,Yes,positive praise for the type of content,assistant_manual_review_2026-05-27,0.9479,0.9954,0.9799,neutral,0.4577,No,neutral,0.9576,No,0.7204,neutral,0.9776,No,neutral,0.9543,No,positive,0.5061,Yes,pos,0.967,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,2,le le,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.2996,0.9899,0.9743,neutral,0.9674,Yes,neutral,0.7895,Yes,0.6384,neutral,0.9833,Yes,neutral,0.7942,Yes,positive,0.4378,No,neu,0.877,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,3,🥰From India 🇮🇳 ❤🤗,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.801,0.9869,0.6962,joy,0.7832,Yes,neutral,0.6592,No,0.9835,joy,0.9832,Yes,neutral,0.5206,No,positive,0.4181,Yes,neu,0.971,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,4,Ecnaha,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9043,0.9925,0.9624,neutral,0.9634,Yes,neutral,0.8948,Yes,0.717,neutral,0.9844,Yes,neutral,0.938,Yes,positive,0.4657,No,neu,0.9048,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,5,"The video is truly captivating, from the dramatic pace to the spectacular visuals, it's impossible to look away 👏🔥. The content is carefully selected, providing a thrilling and exciting experience, making viewers feel like they're living through every moment of the action. In particular, the scene setting and sound design are perfectly coordinated, highlighting the power and ferocity of the monsters 🦍🐊🏙. This is a high-quality clip, both entertaining and something viewers will want to watch again and again. The channel owner has done a great job bringing a cinematic experience right on YouTube, deserving more likes and subscribers 🌟💯. Hopefully, there will be more captivating videos like this in the future, which will surely attract even more viewers ❤🚀",joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9573,0.5273,0.9505,joy,0.9197,Yes,joy,0.9873,Yes,0.9848,joy,0.9875,Yes,joy,0.9807,Yes,positive,0.9202,Yes,pos,0.9914,No
